country,lat,lon,year,gen,r6_rust_se,season,lod,r6_bb_sev,r6_bp_sev,r6_bs_sev,r6_bts_sev,r6_clb_sev,r6_dm_sev,r6_mls_sev,r6_fels_se,r6_rlb_sev,r6_rust_rr,r6_others,env,loc,flw_cl,pub_cl,sowing,harvest,rainfed,source,company,check,pl_emerg_c,pl_emerg_p,flw_days,ndm,podding_ma,pod_shatte,ph_r8,w100g,gy,prot,oil,elev
Kenya,-1.517,36.85,2015,G008,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,0,0,0,0,0,NA,NA,NA,1600
Kenya,-1.517,36.85,2015,G009,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,124,0,0,62,0,966.6666667,NA,NA,1600
Kenya,-1.517,36.85,2015,G010,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,146,0,0,88,0,1600,NA,NA,1600
Kenya,-1.517,36.85,2015,G011,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,137,0,0,61,0,2266.666667,NA,NA,1600
Kenya,-1.517,36.85,2015,G012,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,133,0,0,71,0,2200,NA,NA,1600
Kenya,-1.517,36.85,2015,G013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,146,0,0,71,0,NA,NA,NA,1600
Kenya,-1.517,36.85,2015,G014,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,137,0,0,89,0,2166.666667,NA,NA,1600
Kenya,-1.517,36.85,2015,G015,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,134,0,0,92,0,2500,NA,NA,1600
Kenya,-1.517,36.85,2015,G018,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,0,0,0,0,133,0,0,39,0,600,NA,NA,1600
Kenya,-1.517,36.85,2015,G019,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,129,0,0,75,0,2533.333333,NA,NA,1600
Kenya,-1.517,36.85,2015,G070,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,MRISyngenta Synergy Agribusiness Zambia Limited,Private,0,0,0,0,146,0,0,78,0,3400,NA,NA,1600
Kenya,-1.517,36.85,2015,G136,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,0,0,0,0,123,0,0,67,0,2700,NA,NA,1600
Kenya,-1.517,36.85,2015,G138,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,SeedCo,Private,1,0,0,0,124,0,0,65,0,1766.666667,NA,NA,1600
Kenya,-1.517,36.85,2015,G164,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,125,0,0,74,0,1233.333333,NA,NA,1600
Kenya,-1.517,36.85,2015,G165,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,126,0,0,69,0,2533.333333,NA,NA,1600
Kenya,-1.517,36.85,2015,G166,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,137,0,0,85,0,2500,NA,NA,1600
Kenya,-1.517,36.85,2015,G168,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,129,0,0,79,0,1833.333333,NA,NA,1600
Kenya,-1.517,36.85,2015,G177,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,123,0,0,71,0,3066.666667,NA,NA,1600
Kenya,-1.517,36.85,2015,G178,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,138,0,0,80,0,1433.333333,NA,NA,1600
Kenya,-1.517,36.85,2015,G180,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,124,0,0,82,0,NA,NA,NA,1600
Kenya,-1.517,36.85,2015,G182,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,126,0,0,84,0,2566.666667,NA,NA,1600
Kenya,-1.517,36.85,2015,G184,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,137,0,0,76,0,2166.666667,NA,NA,1600
Kenya,-1.517,36.85,2015,G187,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E002,L002,NA,NA,11/29/2015,4/21/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,129,0,0,82,0,2966.666667,NA,NA,1600
Kenya,-1.367,36.633,2015,G008,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,0,0,0,0,0,NA,NA,NA,1960
Kenya,-1.367,36.633,2015,G009,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,121,0,0,77,0,2033.333333,NA,NA,1960
Kenya,-1.367,36.633,2015,G010,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,132,0,0,94,0,2133.333333,NA,NA,1960
Kenya,-1.367,36.633,2015,G011,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,134,0,0,70,0,2366.666667,NA,NA,1960
Kenya,-1.367,36.633,2015,G012,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,130,0,0,77,0,2200,NA,NA,1960
Kenya,-1.367,36.633,2015,G013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,130,0,0,78,0,1233.333333,NA,NA,1960
Kenya,-1.367,36.633,2015,G014,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,130,0,0,95,0,2166.666667,NA,NA,1960
Kenya,-1.367,36.633,2015,G015,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,125,0,0,97,0,2133.333333,NA,NA,1960
Kenya,-1.367,36.633,2015,G018,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,0,0,0,0,132,0,0,38,0,1166.666667,NA,NA,1960
Kenya,-1.367,36.633,2015,G019,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,129,0,0,93,0,2600,NA,NA,1960
Kenya,-1.367,36.633,2015,G070,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,MRISyngenta Synergy Agribusiness Zambia Limited,Private,0,0,0,0,135,0,0,78,0,3633.333333,NA,NA,1960
Kenya,-1.367,36.633,2015,G136,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,0,0,0,0,120,0,0,79,0,2466.666667,NA,NA,1960
Kenya,-1.367,36.633,2015,G138,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,SeedCo,Private,1,0,0,0,118,0,0,72,0,2833.333333,NA,NA,1960
Kenya,-1.367,36.633,2015,G164,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,117,0,0,82,0,1466.666667,NA,NA,1960
Kenya,-1.367,36.633,2015,G165,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,118,0,0,75,0,2566.666667,NA,NA,1960
Kenya,-1.367,36.633,2015,G166,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,131,0,0,87,0,2366.666667,NA,NA,1960
Kenya,-1.367,36.633,2015,G168,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,120,0,0,73,0,1933.333333,NA,NA,1960
Kenya,-1.367,36.633,2015,G177,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,122,0,0,76,0,2800,NA,NA,1960
Kenya,-1.367,36.633,2015,G178,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,126,0,0,83,0,1400,NA,NA,1960
Kenya,-1.367,36.633,2015,G180,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,120,0,0,88,0,1933.333333,NA,NA,1960
Kenya,-1.367,36.633,2015,G182,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,118,0,0,87,0,2300,NA,NA,1960
Kenya,-1.367,36.633,2015,G184,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,127,0,0,78,0,2166.666667,NA,NA,1960
Kenya,-1.367,36.633,2015,G187,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E003,L003,NA,NA,11/23/2015,4/24/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,125,0,0,90,0,2733.333333,NA,NA,1960
Kenya,-0.983,37.067,2015,G008,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,0,0,0,0,0,NA,NA,NA,1548
Kenya,-0.983,37.067,2015,G009,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,119,0,0,84,0,2366.666667,NA,NA,1548
Kenya,-0.983,37.067,2015,G010,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,123,0,0,96,0,4163.333333,NA,NA,1548
Kenya,-0.983,37.067,2015,G011,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,119,0,0,94,0,3553.333333,NA,NA,1548
Kenya,-0.983,37.067,2015,G012,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,119,0,0,74,0,4100,NA,NA,1548
Kenya,-0.983,37.067,2015,G013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,120,0,0,82,0,2000,NA,NA,1548
Kenya,-0.983,37.067,2015,G014,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,127,0,0,99,0,2880,NA,NA,1548
Kenya,-0.983,37.067,2015,G015,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,126,0,0,109,0,3276.666667,NA,NA,1548
Kenya,-0.983,37.067,2015,G018,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,0,0,0,0,110,0,0,55,0,3283.333333,NA,NA,1548
Kenya,-0.983,37.067,2015,G019,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,118,0,0,76,0,4376.666667,NA,NA,1548
Kenya,-0.983,37.067,2015,G070,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,MRISyngenta Synergy Agribusiness Zambia Limited,Private,0,0,0,0,119,0,0,84,0,4413.333333,NA,NA,1548
Kenya,-0.983,37.067,2015,G136,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,0,0,0,0,116,0,0,67,0,3623.333333,NA,NA,1548
Kenya,-0.983,37.067,2015,G138,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,SeedCo,Private,1,0,0,0,118,0,0,77,0,4233.333333,NA,NA,1548
Kenya,-0.983,37.067,2015,G164,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,119,0,0,84,0,3253.333333,NA,NA,1548
Kenya,-0.983,37.067,2015,G165,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,119,0,0,75,0,2900,NA,NA,1548
Kenya,-0.983,37.067,2015,G166,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,120,0,0,99,0,3520,NA,NA,1548
Kenya,-0.983,37.067,2015,G168,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,120,0,0,94,0,3256.666667,NA,NA,1548
Kenya,-0.983,37.067,2015,G177,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,119,0,0,82,0,3903.333333,NA,NA,1548
Kenya,-0.983,37.067,2015,G178,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,119,0,0,108,0,2176.666667,NA,NA,1548
Kenya,-0.983,37.067,2015,G180,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,126,0,0,82,0,2070,NA,NA,1548
Kenya,-0.983,37.067,2015,G182,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,123,0,0,93,0,2876.666667,NA,NA,1548
Kenya,-0.983,37.067,2015,G184,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,119,0,0,98,0,1623.333333,NA,NA,1548
Kenya,-0.983,37.067,2015,G187,0,2,0,0,0,0,0,0,0,0,0,0,0,0,E001,L001,NA,NA,11/19/2015,4/17/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,119,0,0,87,0,2823.333333,NA,NA,1548
Kenya,-1.517,36.85,2016,G007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,113,0,0,52.5,0,2416.67,NA,NA,1600
Kenya,-1.517,36.85,2016,G010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,134,0,0,81.4,0,1500,NA,NA,1600
Kenya,-1.517,36.85,2016,G012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,132,0,0,75.3,0,2388.89,NA,NA,1600
Kenya,-1.517,36.85,2016,G019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,128,0,0,83.8,0,2055.556667,NA,NA,1600
Kenya,-1.517,36.85,2016,G035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,118,0,0,49.6,0,2233.333333,NA,NA,1600
Kenya,-1.517,36.85,2016,G036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,123,0,0,53.8,0,3027.78,NA,NA,1600
Kenya,-1.517,36.85,2016,G037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,118,0,0,46.9,0,2100,NA,NA,1600
Kenya,-1.517,36.85,2016,G039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,1,0,0,0,135,0,0,63.6,0,2638.886667,NA,NA,1600
Kenya,-1.517,36.85,2016,G040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,127,0,0,56.9,0,2055.556667,NA,NA,1600
Kenya,-1.517,36.85,2016,G070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,MRISyngenta Synergy Agribusiness Zambia Limited,Private,0,0,0,0,133,0,0,85.4,0,1666.666667,NA,NA,1600
Kenya,-1.517,36.85,2016,G126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,119,0,0,61.3,0,1833.333333,NA,NA,1600
Kenya,-1.517,36.85,2016,G129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,130,0,0,79.3,0,2250,NA,NA,1600
Kenya,-1.517,36.85,2016,G136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,Ethiopian Institute of Agricultural Research EIAR,Public,0,0,0,0,130,0,0,62.8,0,2708.33,NA,NA,1600
Kenya,-1.517,36.85,2016,G138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,SeedCo,Private,1,0,0,0,131,0,0,62.2,0,2250,NA,NA,1600
Kenya,-1.517,36.85,2016,G141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,SeedCo,Private,0,0,0,0,127,0,0,78.2,0,2111.113333,NA,NA,1600
Kenya,-1.517,36.85,2016,G147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,SeedCo,Private,0,0,0,0,120,0,0,80,0,2194.446667,NA,NA,1600
Kenya,-1.517,36.85,2016,G148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,SeedCo,Private,0,0,0,0,123,0,0,65.9,0,2444.443333,NA,NA,1600
Kenya,-1.517,36.85,2016,G166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,135,0,0,85.6,0,1388.886667,NA,NA,1600
Kenya,-1.517,36.85,2016,G177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E005,L002,NA,NA,5/6/2016,10/3/2016,Rainfed,International Institute of Tropical Agriculture IITA,Public,0,0,0,0,131,0,0,71.4,0,2138.886667,NA,NA,1600
Kenya,-0.983,37.067,2016,G007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,101,0,0,48.67,0,2370.37,NA,NA,1548
Kenya,-0.983,37.067,2016,G010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,131,0,0,77,0,1981.48,NA,NA,1548
Kenya,-0.983,37.067,2016,G012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,128,0,0,60.7,0,2111.11,NA,NA,1548
Kenya,-0.983,37.067,2016,G019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Empresa Brasileira de Pesquisa Agropecuaria EMBRAPA,Public,0,0,0,0,134,0,0,61,0,1333.33,NA,NA,1548
Kenya,-0.983,37.067,2016,G035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,101,0,0,43,0,2140,NA,NA,1548
Kenya,-0.983,37.067,2016,G036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,109,0,0,33.8,0,1945,NA,NA,1548
Kenya,-0.983,37.067,2016,G037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,108,0,0,52.9,0,1945,NA,NA,1548
Kenya,-0.983,37.067,2016,G039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,1,0,0,0,115,0,0,48,0,2277.78,NA,NA,1548
Kenya,-0.983,37.067,2016,G040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,111,0,0,46.8,0,2416.67,NA,NA,1548
Kenya,-0.983,37.067,2016,G070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,MRISyngenta Synergy Agribusiness Zambia Limited,Private,0,0,0,0,130,0,0,65.1,0,1527.78,NA,NA,1548
Kenya,-0.983,37.067,2016,G126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E004,L001,NA,NA,4/18/2016,9/15/2016,Rainfed,Kenya Agricultural  Livestock Research Organization KALRO,Public,0,0,0,0,103,0,0,43.5,0,1796.293333,NA,NA,1548
